CODE #,CODE TYPE,NARRATIVE,M/F
21294(A),VC,ILL OPR ELEC MTR BOARD,I
21294(B),VC,ELEC MTR BOARD OVR 15 MPH,I
21294(C),VC,ELEC MTR BRD WTHR/ENDANGR,I
21451(D),VC,GRN SIGNAL VIOL PED,I
21456.1,VC,PED FL OBY TRFC CNTRL SIG,I
21456.2(B),VC,FAIL OBEY BIKE SIGNALS,I
21457(B),VC,CARE REQ: FLASH YEL LGHT,I
21460(C),VC,CROSS BRKN/SOLID WHI LINE,I
21461.5,VC,FL PED TO OBY SIGNAL/ETC,I
21463,VC,ILLEGAL OPERATION SIGNALS,I
21466,VC,LITE IMPAIR VIEW OF DVC,I
21651(A)(2),VC,DRV HWY U-TURN VIOL,I
21655.8(B),VC,FL EXIT PREF LN EMERG VEH,I
21658(B),VC,FAIL OBEY LANE USE SIGNS,I
21661,VC,RIGHT OF WAY NARROW GRADE,I
347B,PC,POISONOUS ALCOHOL,M
370,PC,PUBLIC NUISANCE,M
372,PC,MAINTAIN PUBLIC NUISANCE,M
374C,PC,SHOOT ON PUBLIC ROAD,M
374D,PC,LEAVE DEAD ANIMAL,M
382.5,PC,DINITROPHENOL VIOLATION,F
384(A),PC,TELEPHONE VIOLATION,M
401,PC,AIDING SUICIDE,F
653I,PC,LEAVE SKI ACCIDENT SCENE,I
375(A),PC,OFFENSIVE SUB:PUB PLACE,F
375(B),PC,POSS OFFENSIVE MTR TO USE,M
5652,FG,PUT POLLUTANT NEAR WATERS,M
347(A),PC,WILFUL POISN/ETC FOOD/ETC,F
347(B),PC,FALSE REPORT OF POISON,F
374.2(A),PC,DUMP/ETC SUB IN SEWER,M
25250.5,HS,IMP DISP/ETC USED/ETC OIL,M
5650(A),FG,POLUT WATER:PETROLEUM/ETC,M
23114(B),VC,ILL TRANSP AGGREGATE:HWY,M
402(A),PC,STOP/ETC:EMERGENCY SCENE,M
374.4(A),PC,LITER PUBLIC/PRIVATE PROP,I
374.4(B),PC,LIT:HEALTH/SAFETY/ETC HAZ,I
374.3,PC,DUMP WASTE/ROCKS/ETC,I
121690(A),HS,NO DOG LICENS:RABIES CNTL,I
640(B)(7),PC,EXPLOSIVE/ETC:PUB TRANSIT,I
368(B)(1),PC,HARM/DEATH:ELDER/DEP ADLT,F
368(B)(1),PC,ELDER/DEP ADLT:HARM/DEATH,M
368(D),PC,THEFT:ELD/DEP ADULT $400+,F
368(D),PC,THFT ELDER/DEP ADLT -$400,M
368(E),PC,ELD/ETC THEFT BY CARETAKR,F
368(E),PC,THEFT:ELD/ETC BY CARETAKR,M
4423,PR,BURN W/O PERMIT,M
6423(A),LC,SERIOUS VIOL:STANDARD/ORD,M
6404.5(B),LC,VENT:WRKPLACE:SMOKING VIO,I
374.3(A),PC,DUMP WASTE:OFFENSE MATTER,I
365.5(B),PC,VIOL PUB CONVEY:DISAB/DOG,M
122335(B),HS,TETHER/ETC DOG,I
374.3(B),PC,DUMPING:PUB/PRIV:NO CNST,I
42 6928(D)(1),US,UNLAWFL TRANS HAZ WASTE,F
114030,HS,FAIL KEEP FAC VERMIN FREE,M
104495(B),HS,TOBACO PROD:25FT:PLAYGRND,I
104495(C),HS,DISP TOBACO WSTE:PLAYGRND,I
104495(D),HS,RETALIATE:FOR COMPLIANCE,I
118948(A),HS,NO SMOKE W/MINOR IN VEH,I
7050.5(A),PC,REMOVE HUM REMAIN NON CEM,M
402(A)(2),PC,INTRF EMERG W/DRONE/ETC,M
122372(A)(1),HS,SALE ANIMAL AT SWAP MEET,I
122372(A)(2),HS,SALE ANMAL SWAP MEET W/PR,I
104495(D),HS,NO TOBACCO:250FT YTH SPRT,I
104495(E),HS,RETALIATE:FOR COMPLIANCE,I
368(D),PC,THFT ELDER/DEP ADLT -$950,M
368(D),PC,THFT ELDER/DEP ADLT $950+,F
22406.5,VC,TANK W/500+XCEED MAX SPD,I
5652(A),FG,PUT POLLUTANT NEAR WATERS,I
2652,PC,MISTREATMENT OF PRISONERS,M
11412,PC,THREAT RIGHT OF RELIGION,F
422.9,PC,VIOLATE CIVIL RIGHTS ORD,M
236.1(C),PC,HUMAN TRAFFICKING/-18YRS,F
18 248US,US,PROHIBIT ACCESS TO CLINIC,M
236.1(B),PC,HMN TRAFF:DEPR PER LBRTY,F
637,PC,DISCL TELEPH/TELEG MESS,F
632.7(A),PC,REC/ETC PHONE COMM:UNAPRV,F
632.5(A),PC,INTRCP/ETC PHONE TRANSMSN,F
637.5(A)(1),PC,UNAUTH ACTS:CABLE TV CORP,M
636(A),PC,EVSDRP/REC PRIS & LAW/ETC,F
647(I),PC,DIS CON:PEEKS INHAB BLDG,M
647(K),PC,LOOK IN HOLE/ETC:BATH/ETC,M
4030(N),PC,BOD CAVITY/ETC SEARCH VIO,M
647(K)(2),PC,INVAD:W/CAMCORD/ETC,M
647(K)(1),PC,DIS CON:INVAD:BATHRM/ETC,M
1054.2(3),PC,DISCLOSE ADD/TEL BY ATTNY,M
6254.21(B),GC,POST AP OFCL HOME ADD:GBH,M
647(J)(1),PC,DIS CON:INVAD PRI:BATHRM,M
647(J)(2),PC,INVAD PRIVCY:W/CAMCORD,M
653.2(A),PC,HARASS/ETC/PUB PRSNL INFO,M
647(J)(3)(A),PC,DISORDERLY CON:W/CAMCORD,M
647(J)(4)(A),PC,DIS CON:INTIMATE PHOTOS,M
647(L)(2),PC,DIS CON:INTMT PHOTO MINOR,M
647(L)(1),PC,DIS CON:PRIVCY BTHRM W/PR,M
638.51,PC,INSTALL PEN REG W/O COURT,F
638.51,PC,INSTALL PEN REG W/O COURT,M
4031,PC,MINOR;BODY CVTY SRCH VIOL,M
647(J)(4)(B),PC,DIS CON:INTEN DIST IMAGE,M
1054.2(A)(1),PC,DISCL ADD/TELE BY ATTNY,M
4573,PC,BRING CNTL SUB/ETC JAIL,F
4573.5,PC,BRING ALC/DRUGS IN PRISON,F
18 2342(A),US,UNLAWFUL TRANSPT CONTRBND,M
439,PC,PROCURING INSURANCE,M
3801.6,FG,POSS SKIN OF NONGAME BIRD,M
4304,FG,WASTE GAME MAMMAL FLESH,M
7145,FG,FAIL POS/ETC LIC:FISH/ETC,I
36 261.9(G),US,FR:DIG/INJ/ETC ARCH AREA,M
14 4326,CA,CA REGS:VIO POSTD ORD/ETC,M
14 478,CA,CA REG:HUNT BOBCAT:NO LIC,M
14 29.90(C),CA,CA REG:SPINY LOBSTER VIOL,M
7852.27,FG,COMERCL FISHER W/O CDL/ID,M
14 120.7(P),CA,CA REG:RED SEA URCHIN:SZE,M
14 2.00,CA,CA REG:FISHING METHOD VIO,M
8050,FG,NO LANDNG REC:COMRCL FISH,M
36 261.11(C),US,FR:PUT POLLUTANT:LAKE/ETC,M
36 261.5(D),US,FR:GO & FAIL PUT OUT FIRE,M
5521.5,FG,ABALONE:RESTRICT:COMMERCL,M
14 29.15,CA,CA REG:ABALONE OVER LIMIT,M
14 4311(A),CA,CA REG:FIRE NOT IN STOVE,M
7857(D),FG,FAIL POS COM FISH LIC/ETC,M
9027.5(A)(3),FG,FISHING LINE BUOY VIOL,M
14 4306(A),CA,CA REG:POSS/ETC PLANT/ETC,M
3511,FG,PROTECTD BIRD/ETC NO PERM,M
14 27.25,CA,CA REG:MARINE LIFE:NO PER,M
14 29.15(E),CA,CA REG:ABALONE:WRONG GEAR,M
9029,FG,FISH/LINE VIOL:SPEC DIST,M
14 507(A),CA,CA REG:HUNT VIO:GAME BIRD,M
14 507.1,CA,CA REG:HUNTING:WRONG SHOT,M
3503.5,FG,BIRD-PREY/EGG/ETC:POS/ETC,M
4753,FG,BEAR:TAGS/POSS VIOL,M
12012(A),FG,TAKE WILDLIFE FOR CMRCIAL,M
14 7.00(E),CA,REG VIO:FISH/ETC SO CNTRL,M
14 29.15(D),CA,CA REG:UNDERSIZE ABALONE,M
14 28.15(B),CA,CA REG:EXCED SIZE:HALIBUT,M
14 27.80(A)(3),CA,CA REG:SALMON:HOOK VIOL,M
14 29.05(C),CA,CA REG:INVRTBRT:EQUIP VIO,M
14 29.35(B),CA,CA REG:CLAMS/ETC:SIZE VIO,M
3800,FG,TK NONGAME BIRD:W/EXCPTNS,M
14 1.62,CA,CA REG:FISH/ETC-LGL MN SZ,M
14 29.85(A)(1),CA,CA REG:TAK DUNGENESS CRAB,M
14 29.85(B)(3),CA,CA REG:CRABS/ETC:SIZE VIO,M
14 4313,CA,CA REG:POSS WPN/TRAP/ETC,M
14 4451(A),CA,CA REG:CAMPING VIOLATION,M
14 4355,CA,C/REG:OP/ETC VEH OFF ROAD,M
14 27.80(A)(2),CA,CA REG:SALMON:METH OF TAK,M
14 28.27(C),CA,CA REG:LINGCOD:MINM SIZE,M
14 28.55(B),CA,CA REG:ROCKFISH:LIMT VIOL,M
14 28.55(D),CA,CA REG:ROCKFISH:METH TAKE,M
14 29.15(H),CA,CA REG:NO ABALONE RPT CRD,M
14 190(A),CA,CA REG:FISH ACTY REC VIOL,M
8043(A),FG,FAIL COMPLT LANDING RECT,M
14 4327,CA,REG:PARK/REC:USE PERIODS,M
14 7.50(38)(B),CA,CA REG:SP FISH REG:CARSON,M
14 7.50(76)(A),CA,CA REG:SP FISH REG:HEENAN,M
4750,FG,TAKE BEAR W/O LICENSE,M
9002(A),FG,TAMPER W/MARKED TRAPS,M
14 29.55,CA,CA REG:OVER LIMIT:MUSSEL,M
5521,FG,TAKE ABALONE:MORATORIUM,M
5515(A)(1),FG,TAKE FULLY PROTECTED FISH,M
14 28.30(A),CA,CA REG:BASS:MINM SZE VIOL,M
14 4453(A),CA,CA REG:CAMPING FEE VIOL,M
14 28.28(C),CA,CA REG:CABEZON:MINM SIZE,M
14 28.29(C),CA,CA REG:GREENLING:MINM SZ,M
16 1372(A)(1),US,TAKE MARINE MAMMA:ON SEA,F
14 708(A)(1),CA,CA REG:HUNT DEER W/O TAG,M
36 2.2(A)(3),US,FED REG:POSSESS WILDLIFE,M
14 28.59(B),CA,CA REG:VIOL SURFPERCH TAK,M
5650(A)(4),FG,DEP REFUSE/LIME/SLAG IN W,M
14 29.16(C),CA,CA:FAIL ABALONE RPT REQUI,M
14 163,CA,CA REG:TAK HERRING WO LIC,M
14 4312(E),CA,CA REG:DOG LEASH REGULATN,M
14 4312(F)(1),CA,CA REG:NO DOGS POSTD AREA,M
14 5.80(B),CA,CA REG:STURGEON BAG LIMIT,M
14 5.80(D),CA,CA REG:STURGEON TAKING,M
14 4324(B),CA,CA REG:SANITATION VIOL,M
36 26113(I),US,FR:USE ROAD:RESTRICD LAND,M
5650(A)(6),FG,DEPT HAZ MAT TO WILDLIFE,M
4004,FG,UNLAWFUL TRAPPING,M
14 4357,CA,OPERATE VEHICLE W/O LIC,I
4150(B),FG,TRAP NONGAME REC/COMM FUR,I
4652(A),FG,TAKE WILD PIG W/O AUTH,I
4652.5(A),FG,RLS WILD HOG/PIG PRVT/PUB,I
2009(A),FG,INTRFR W/SHOOT/HUNT/ETC,I
2353(A),FG,UNDCLRD W/LIFE IMPORT/ETC,I
5508,FG,POSS BT FISH SZ/WGT UNDT,I
5509,FG,POSS UNKNOWN FISH,I
6596.1(A),FG,TK FISH W/O VLD SPORT LIC,I
7149.8(A),FG,TK ABLNE W/O LIC/RPRT CRD,I
7850(A),FG,OPR W/O COMRCIAL FISH LIC,I
7852.27,FG,COMERCL FISHER W/O CDL/ID,I
7856(F),FG,VIO: SPEC FISH COMCL BOAT,I
7857(D),FG,FAIL POS COM FISH LIC/ETC,I
7880(A),FG,VIO: FLR TO DISP REG NBR,I
7881(B),FG,VIO:SHOW/ETC COM BOAT REG,I
7920,FG,VIO: PRC CM PSGR FISH LIC,I
7923,FG,FISH REC VIO:COMM/PASENGR,I
8026(A),FG,FLR KEEP/SUB ACC FISH RCD,I
8035(A),FG,FL OBTN FISH WHLSLR LIC,I
8036(A),FG,FL OBTN FISH IMPRTR LIC,I
8043(A),FG,FAIL COMPLT LANDING RECT,I
8047(C)(1),FG,COMM FISHER TRNSP LIC VIO,I
8050,FG,FLR TO KEEP ACTG REC,I
8257,FG,VIO:DSP PRMT NBR-LBST FSH,I
9001(A),FG,VIO:TRAP PRMT SUSP/REV,I
9003,FG,VIO SPEC:TRAP DSTRCTN DVC,I
9004,FG,FLR MNTN TRAPS-OVR 96HRS,I
7149.45(A),FG,FISH W/TWO RODS W/O VALID,I
65002,ZZ,LOCAL ORDINANCE VIOL,I
643,PC,DISPOSAL OF FETAL REMAINS,M
186.22,PC,CRIM ST GANG:SPEC CIRC,F
32051,EC,CONSPIRE TO ENGAGE:HAZING,M
673,PC,CRUEL/ETC PUNISH/ETC CONF,M
186.26(A),PC,VIOL:GET MIN:CRIM ST GANG,F
36 2.32(A)(1),US,FR:MEDDLE/ETC:GOV AGT/ETC,M
36 7.16(C),US,FR:ILUSE POWERLESS FLIGHT,M
640.2(A),PC,UNAUTH WRITINGS:PROD/BOX,M
979,PC,BENCH WARRANT:FTA:MIS CHG,M
979,PC,BENCH WARRANT:FTA FEL CHG,F
640(B)(4),PC,SMOKE/ETC PUB TRANSIT SYS,I
640(B)(1),PC,FAIL PAY:PUB TRANSIT SYS,I
640(B)(5),PC,SPIT ON PUBLIC TRANS SYS,I
640(B)(6),PC,DISTURB PEACE:PUB TRANSIT,I
640(B)(8),PC,URINATE/ETC:PUB TRANSIT,I
12370(A),PC,VIOL FELON POS BODY ARMOR,F
640(B)(3),PC,PLAY SOUND EQUIP:PUB TRNS,I
640.5(A)(1),PC,GRAFFITI ON GOVT/ETC PROP,I
186.26(C),PC,MNR COERC/ETC MNR:ST GANG,M
640(B)(9)(A),PC,BLOCK MOVEMNT:SYS FAC/VEH,I
186.26(C),PC,PHY VIO COERC/ETC ST GANG,F
1205(A),PC,JUDGEMENT IMPOSING FINE,X
640.6(A)(1),PC,GRAFITI:PROP DAMAGE -$250,I
245.6(C),PC,HAZING:WITHOUT SBI,M
5 100013(G),CA,CA REG:KNWLY INTF UNV EMP,M
5 100013(H),CA,CA REG:LINGER ON UNV PROP,M
5 100013(I),CA,CA REG:UNV FAC NOT PUBLIC,M
5 100013(J),CA,CA REG:REMOVE RECYCL ITEM,M
5 100013(K),CA,CA REG:URINAT/DEF UNV PRP,M
5 100013(L),CA,CA REG:MASK W/INT INTIMID,M
5 100013(M),CA,CA REG:DISTRB PLANT/WLDLF,M
14 4331,CA,CA REG:NO SOLICITING/SELL,M
640(B)(10),PC,SKATEBOARD:PRKG STRUCTURE,I
DNA PALM PRINT,ZZ,DNA PALM COLLECT:NO ARR,X
HOUSE4ANOTHERST,ZZ,HOUSED FOR ANOTHER STATE,X
861(A),FA,AG THFT 25LB FRUIT/VEG,I
640(B)(1),PC,EAT/DRINK PUB TRANSIT SYS,I
640(B)(2),PC,DISTURB/NOISE:PUB TRANSIT,I
640(B)(3),PC,SMOKING PROHIBITED AREA,I
640(B)(4),PC,SPIT ON PUBLIC TRANS SYS,I
640(B)(5),PC,SKATEBOARD:PRKG STRUCTURE,I
640(C)(1),PC,FAIL PAY:PUB TRANSIT SYS,I
42271(A),PR,PROVIDE PLASTIC STRAW,I
653.1(A),PC,RLS ELECTR CONDCTV BALLON,I
679.09(E),PC,FLS CERT FOR DECLARATION,I
21662(A),VC,MNTN HWY KEEP RIGHT,I
21662(B),VC,MNTNS USE HRN OBST VIEW,I
21664,VC,UNLAW FREEWAY ENTRY,I
21700.5,VC,CITY SD DRV BUS PASS STD,I
21704(A),VC,TRCK/TRLR FOLLW TOO CLOSE,I
21705,VC,CARAVAN FOLLOW TOO CLOSE,I
21706.5(B),VC,OPR VEH UNSF MANR EMRG ZN,I
21709,VC,DRV W/I PROHIB SFTY ZONE,I
21710,VC,DRIVE NEUTRAL DOWN GRADE,I
21712(C),VC,PERMIT RIDING TRUNK VEH,I
21712(D),VC,RIDING IN TRUNK OF VEH,I
21712(G),VC,TOW TRLR CCH/ETC PASSENGR,I
21712(H),VC,DRV TOW RD MOTORCYCLE/ETC,I
21714(A),VC,3 WHEEL VEH ON STRIPING,I
21714(B),VC,3 WHEEL VEH BETWEEN VEH,I
21716,VC,DRIVE GOLF CART ON HWY,I
21717,VC,IMPROP TURN ACROSS BK LN,I
21752(B),VC,DRIVE LEFT SIDE VIOLATION,I
21752(C),VC,DRV LFT CENTER 100 FT RR,I
21752(D),VC,DRIVE LEFT SIDE VIOLATION,I
21753,VC,FL YIELD OVERTAKING VEH,I
21756(A),VC,UNSAFE PASSING STREETCAR,I
21756(B),VC,UNSF PASSING STRTCR INTER,I
21756(C),VC,UNSF PASSNG STRTCR SFTYZN,I
21757,VC,PASS STREETCAR ON LEFT,I
21758,VC,UNSAFE PASSING ON GRADES,I
21759,VC,FL CAUTION PASSING ANIMAL,I
21761(A),VC,PASS WASTE REMOVAL VEH,I
21761(B),VC,ALT WAY PASS WASTE VEH,I
21800(B)(1),VC,FL YLD RIGHT OF WAY HWY,I
21800(C),VC,FL YLD RIGHT OF WAY RIGHT,I
21800(D)(2),VC,FL YLD RIGHT WY INOP SIGN,I
21802(B),VC,YIELD TO VEH CROSS INTER,I
21803(B),VC,FAIL TO YIELD UNTIL SAFE,I
21805(B),VC,FL YLD RIGHT WAY EQUESTRN,I
21805(C),VC,FL USE DUE CARE HORSEBACK,I
21806(A)(2),VC,FL EXT EXCLSV LN EMRG VEH,I
21806(B),VC,FL STOP EMERG VEH PASSED,I
21950(C),VC,DRVR YIELD RIGHT WY X-WLK,I
21959,VC,SKI ON RDWY IMPED VEH,I
21964,VC,OTHR BLND CARRY WHT CANE,I
21968(A),VC,UNLAW MOTORIZED SKATBOARD,I
22111(C),VC,IMP METH:SDDN STP HND SIG,I
22112(C),VC,FAIL BUS STOP SIGN USE,I
22112(D),VC,FAL LOAD/UNLD SAFE AS REQ,I
22112(E),VC,USE BUS EQUIP IN PRHB LOC,I
22362,VC,VIOL SPD LMT SPEC WRK CRW,I
22406(C),VC,SCHOOLBUS EXCEED 55 MPH,I
22406(D),VC,FRM LBR VEH EXCEED 55 MPH,I
22406(E),VC,TRANSP EXPLSV EXCD 55 MPH,I
22406(F),VC,TRAILER BUS EXCEED 55 MPH,I
22406.1(B),VC,NONCOMM VEH EXCEED MX SPD,I
22450(B),VC,FL STOP RR GRADE CROSSING,I
22452(C),VC,FL COMMERC VEH STP RR X,I
22454(A),VC,FL STP SCHL BS RD LT FLSH,I
22456(E)(2),VC,ICE CRM TRK VEND NEAR INT,I
22456(E)(3),VC,ICE CRM VEND UNOBS VIEW,I
22500(B),VC,PARKING VIOL ON CROSSWALK,I
22500(C),VC,PARKING VIOL SAFETY ZONE,I
22500(D),VC,PARKING VIOL 15 FT FR STN,I
22500(E)(1),VC,PARKNG VIOL PUB/PRV DRVWY,I
22500(E)(2),VC,PARKNG VIOL PRVT RD/DRVWY,I
22500(F),VC,PARKING VIOL PRTN SIDEWLK,I
22500(G),VC,PARKING VIOL ALNG EXCAVTN,I
22500(I),VC,PARKING VIOL LD/UNLD ZONE,I
22500(J),VC,PARKING VIOL TUBE/TUNNEL,I
22500(K),VC,PARKING VIOL ON BRIDGE,I
22500(L),VC,PARKING VIOL WHEELCHR ACS,I
22500(M),VC,PARKING VIOL PUB TRANSIT,I
22507.8(B),VC,OBSTRUCT/ETC PARKING STAL,I
22507.8(C),VC,UNLAW PARK/LEAVE VEH,I
22510(A),VC,PARK/ETC VEH SNW RMVL SGN,I
22511.1(A),VC,PARK/STAND ELEC SPACE,I
22511.1(B),VC,OBSTRUCT ELEC PARK SPACE,I
22511.56(A),VC,FL PRVD EVID SPEC LIC PLT,I
22522,VC,PARK NR DISABLD ACCES RMP,I
22523(B),VC,PROHIB VEHICLE ABANDONMNT,I
22526(B),VC,BLOCKING INTERSECTION,I
22526(C),VC,BLOCK RR/RAIL TRANSIT X,I
22526(D),VC,BLOCK RR/RAIL GRIDLOCK,I
22650(A),VC,PO RMV UNATND VEH FRM HWY,I
22651.7(B),VC,UNAUTH IMMOBILZ VEHICLE,I
22658(E)(2),VC,UNLAW RMVL PARKED VEH,I
22951,VC,PARK LOT ST/ALLEY PARKING,I
22952(A),VC,VEH TOW/RMVL PARKING LOT,I
22952(B),VC,VEH TOW/RMVL PRKNG LT PUB,I
23109(C),VC,ENGAGE/ABET EXHIB SPDING,I
23112(B),VC,DUMP/ETC ROCK/ETC ON HWY,I
23114(B)(2),VC,IMPROP EQUIP TRNSP AGGRGT,I
23120,VC,GLASSES OBSTRCT SIDE VIEW,I
23125(A),VC,DRV SCHLBS USING CELL PHN,I
23128(A),VC,OPR SNOWMOBILE ON HWY,I
23128(B),VC,OPR SNOWMOBILE NEGLIGENT,I
23128(C),VC,OPR SNOWMOBILE PURSU DEER,I
23128(D),VC,OPR SNOWMOBILE VIOL 602,I
23129,VC,OBSTRUCTED CAMPER EXIT,I
23135,VC,OPR HWY MOD MTRZD BICYCLE,I
23213,VC,REHAB PAT VEH REG W/O LIC,I
23226(B),VC,PASSENGER OPE/ETC ALC VEH,I
23270(A),VC,UNAUTH TOWING ON BRIDGE,I
23270(B),VC,EXCEED MAX TOWING FEE,I
23302(A)(2),VC,UNAUTH PLC TOLL TRANSPNDR,I
23302(A)(3),VC,UNAUTH TLL TRNSPNDR MTRCY,I
23330(A),VC,UNAUTH USE VEH X ANIMAL,I
23330(B),VC,UNAUTH USE VEH X BICYCLE,I
23330(C),VC,UNAUTH USE VEH X OVERWDTH,I
23330(D),VC,UNAUTH USE VEH CROSS ANML,I
23331,VC,UNAUTH USE VEH X PEDESTRN,I
23333,VC,VEH X UNAUTH STOP/STAND,I
24002(B),VC,OPR VEH NOT EQUIPPED REQ,I
24002(C),VC,REQ DRVR OPR VEH W/O TRNG,I
24002(D),VC,OPR VEH W/O SECURE CARGO,I
24005.5,VC,SELL UNLAW SYNTH FBR ROPE,I
24006,VC,SALE VEH W/O TRDMRK/DESIG,I
24007.2,VC,FL INSTL XHST DVC LW INCM,I
24007(A)(1),VC,SELL NONCOMPLIANT VEH,I
24007(B)(2),VC,SELL VEH W/OUT SMOG REQ,I
24007.5(A)(1),VC,FL QUALFY CERT COMPLIANCE,I
24007.5(B),VC,FL PRVD CERT COMPLIANCE,I
24007.5(C),VC,FL NTFY CERT CMPLNCE REQD,I
24007.5(D),VC,FL PRVD BL SLE/LIC PLT,I
24007.5(G),VC,FL CERT COMPLIANCE DMV,I
24009,VC,SL TRUCK W/O MFG NAME/ETC,I
24010(A),VC,VEH RENTER RESPONSIBILITY,I
24010(B),VC,VEH RNTL NOT IN COMPLIANC,I
24010(C),VC,SPEC INFO MSSNG VEH RNTAL,I
24011,VC,SL VEH FED SFTY W/O CERT,I
24013.5(A),VC,FL DISCL REQ INFO LT DTY,I
24013,VC,FL DISCL MIN OCTN NUM SL,I
24014(A),VC,MOTORCYCLE REQ PRICE INFO,I
24014(B),VC,MOTORCYCLE REQ PRICE INFO,I
24015(A),VC,FL COMPLY FED SFTY MTR BK,I
24015(B),VC,USE MTR BK W/O MIRROR/ETC,I
24016(A)(2),VC,ILLEGAL OPR MTR ELEC BK,I
24016(D),VC,ILLEGAL MOD MTR ELEC BK,I
24017(A),VC,MAINT TRANSIT BUS SPDMTR,I
24019(D),VC,OPR VEH TMPRD EMMSN CNTRL,I
24253(A),VC,BATTERY REQ VEH LGHT EQUP,I
24253(B),VC,BATTRY REQ MTRC LGHT EQUP,I
24255(A),VC,INFRARED LIGHT EQUIP VIOL,I
24255(B),VC,INFRARD LGHT EQUIP HDLMP,I
24255(C),VC,INFRARED LT EQUIP COMBO,I
24400(B),VC,HEADLAMP VIOL DARK/WEATHR,I
24401,VC,HEADLAMP VIOL LOWER BEAM,I
24402(B),VC,AUXILIARY DRIVE LAMP VIOL,I
24403(B),VC,FOGLAMP PLACEMNT VEH VIOL,I
24403(C),VC,FOGLAMP PLACEMNT VEH CYLC,I
24404(A),VC,SPOTLAMPS NUM/WATT VIOL,I
24404(B),VC,SPOTLAMPS NUM/WATT GLARE,I
24404(C),VC,SPOTLAMPS DIRECTION VIOL,I
24404(E),VC,SPOTLAMPS DIRCTN OTHR VEH,I
24405(A),VC,NUMBER LAMPS ALLWD VIOL,I
24408(B),VC,BEAM INDICATOR VIOL:VEH,I
24410(B),VC,FL SNGL BEAM PROJ 200 FT,I
24600(B),VC,TAILLAMP VIOL 2 LIGHTS,I
24600(C),VC,TAILLAMP VIOL COMBO,I
24600(D),VC,TAILLAMP VIOL LOCATION,I
24600(E),VC,TAILLAMP VIOL COLOR/VISIB,I
24600(F),VC,TAILLMP VIOL LOC AFT 1969,I
24602(B),VC,FOG TAILLAMPS VIOL,I
24603(C),VC,STOPLAMPS VIOL: MOUNT,I
24603(F),VC,STOPLAMPS VIOL: VISIBLTY,I
24603(G)(1),VC,STOPLAMPS VIOL: ACTIVATIO,I
24603(H)(1),VC,STOPLAMPS VIOL: COLOR/LOC,I
24603(I),VC,STOPLAMPS VIOL: FED SFTY,I
24604(B),VC,FLAG LOAD PROJECTING VIOL,I
24606(B),VC,BACKUP LAMPS VIOLATION,I
24606(C),VC,BACKUP LAMPS LIGHTED VIOL,I
24606(D),VC,SUPP BACKUP LAMP VIOL,I
24607(C),VC,REAR RFLCTR VIOL VISIBLTY,I
24607(D),VC,REAR RFLCTR VIOL MOUNT,I
24608(C),VC,FR/SD LT REFL TRUCK/TRLR,I
24608(D),VC,FR/SD LT REFL NOT VISIBLE,I
24609(A),VC,VIOL VEH REFLECTOR REQ,I
24609(B),VC,VIOL SCHL BUS REFLCTR REQ,I
24610,VC,VIOL TRK REFLECTOR REQ,I
24612(C),VC,FL DISPL RFCTV MATRL TRLR,I
24616(A),VC,FL MEET SPEC LAMP STNDRD,I
24616(B),VC,REAR AUX LAMP VIOL,I
24951(C),VC,TURN SIGNAL VIOLATION,I
24953(B),VC,SUPP TURN SIGNAL LMP VIOL,I
24953(D),VC,TURN SIGNAL LAMP VIOL,I
25100(A),VC,CLEARANC/SD LMP MRKR VIOL,I
25100(B),VC,OTHR CLEARNC/SD LMP MRKR,I
25100(C),VC,CLRNC/SD LMP MRK LD VIOL,I
25100(E),VC,CLEARANC/SD LMP VSBL VIOL,I
25100(F),VC,CLEARANC/SD LMP XTRM VIOL,I
25102.5(A),VC,LAMP SIDE SCHL BUS VIOL,I
25105(A),VC,COURTESY LMP RUN BRD VIOL,I
25105(B),VC,COURTESY LMP DOOR VIOL,I
25105(C),VC,COURTESY LMP ENTR/EX VIOL,I
25107,VC,CORNER LAMP FENDER VIOL,I
25108(A),VC,PILOT INDICTR EXT LT VIOL,I
25108(B),VC,PILOT INDCTR OUTPUT VIOL,I
25108(C),VC,PILOT INDCTR SPEC VIOL,I
25108(D),VC,PILOT INDICATOR TOWD VIOL,I
25108(E)(1),VC,DATA MONITOR SPEC VIOL,I
25108(E)(2),VC,DATA MONITOR SPEC CONDITN,I
25108(E)(3),VC,DATA MNTR RESEMB OFCL DVC,I
25108(E)(4),VC,DATA MONITOR VISBL VIOL,I
25110(B),VC,UNLAW USE UTILTY/FLD LAMP,I
25251.2,VC,MTRCYCL MOD HDLMP VIOL,I
25252.5(A),VC,UNAUTH USE FLSH EMERG LMP,I
25252,VC,WRNING LMP EMERG VEH VIOL,I
25253(C),VC,IMPRPR DISP WRN LMP TOW,I
25257.2,VC,IMPRPR AMBR LT SGNL/ETC,I
25257(A),VC,FLSH RED SGNL LT SCHL BUS,I
25257(B)(1),VC,SCHL BUS STP SIGNAL ARM,I
25257(B)(2),VC,SCHL BUS FLSH AMBER LT,I
25262,VC,RED LIGHT ARMRD CAR VIOL,I
25265,VC,IMPRPR DISP FLSH AMBR LT,I
25269,VC,MISUSE RED WARNING LT,I
25275.5,VC,UNLAW USE CRIME ALARM LT,I
25279(B)(2),VC,AMBER LIGHTS NOT AUTH,I
